,3y_ret,3y_ret_ward,Price,Year,Type,Ward
680,-0.2064719358533793,0.15463917525773185,560000.0,2016,T,Oatlands and Burwood Park
696,-0.17582129542885538,0.0456770759066496,550000.0,2017,T,Oatlands and Burwood Park
712,0.11539378292390334,0.25645438898450945,730000.0,2018,T,Oatlands and Burwood Park
728,0.09121258503401353,0.1116071428571428,622500.0,2019,T,Oatlands and Burwood Park
744,-0.02181818181818196,0.018181818181818077,560000.0,2020,T,Oatlands and Burwood Park
760,-0.2300841453499053,-0.1678082191780822,607500.0,2021,T,Oatlands and Burwood Park
57,0.3595181558316589,0.43500000000000005,1435000.0,2013,D,Oxshott and Stoke D'Abernon
73,-0.14725274725274717,0.06227106227106227,1450000.0,2014,D,Oxshott and Stoke D'Abernon
89,-0.05113723682188409,0.16182572614107893,1400000.0,2015,D,Oxshott and Stoke D'Abernon
105,-0.31511706094504555,-0.09581881533101044,1297500.0,2016,D,Oxshott and Stoke D'Abernon
121,-0.04900217214227531,0.08879310344827585,1578750.0,2017,D,Oxshott and Stoke D'Abernon
137,0.09312977099236641,0.19999999999999996,1680000.0,2018,D,Oxshott and Stoke D'Abernon
153,0.1488751195575333,0.1560693641618498,1500000.0,2019,D,Oxshott and Stoke D'Abernon
169,-0.008766955154284606,0.029295328582739533,1625000.0,2020,D,Oxshott and Stoke D'Abernon
185,-0.08072660098522166,0.008928571428571397,1695000.0,2021,D,Oxshott and Stoke D'Abernon
249,0.5001634521085323,0.5527950310559007,225000.0,2013,F,Oxshott and Stoke D'Abernon
265,3.627027027027027,3.8,600000.0,2014,F,Oxshott and Stoke D'Abernon
281,0.29234449760765546,0.5818181818181818,217500.0,2015,F,Oxshott and Stoke D'Abernon
297,-0.5216666666666666,-0.16666666666666663,187500.0,2016,F,Oxshott and Stoke D'Abernon
313,-0.2699692780337941,0.016666666666666607,610000.0,2017,F,Oxshott and Stoke D'Abernon
329,6.693642974431152,6.816091954022989,1700000.0,2018,F,Oxshott and Stoke D'Abernon
345,0.8996900369003689,0.8959999999999999,355500.0,2019,F,Oxshott and Stoke D'Abernon
361,-0.2703273991263093,-0.30327868852459017,425000.0,2020,F,Oxshott and Stoke D'Abernon
377,-0.6661497326203208,-0.6770588235294117,549000.0,2021,F,Oxshott and Stoke D'Abernon
